Tinh/TP,Quan/Huyen,PN,WC,area,floor,Tien_ich,price_
TP Hồ Chí Minh,Gò Vấp,4.0,6.0,66.0,5.0,1,8.2
TP Hồ Chí Minh,Tân Bình,32.0,,90.0,6.0,2,12.8
TP Hồ Chí Minh,Tân Bình,3.0,0.0,94.0,2.0,1,7.2
Hà Nội,Hoàng Mai,3.0,4.0,34.0,1.0,1,4.5
Đà Nẵng,Cẩm Lệ,3.0,3.0,250.0,1.0,0,15.2
Hà Nội,Cầu Giấy,3.0,4.0,31.0,5.0,3,4.1
TP Hồ Chí Minh,Bình Tân,3.0,0.0,45.0,2.0,3,2.3
TP Hồ Chí Minh,Bình Tân,4.0,,43.0,5.0,1,7.1
Hà Nội,Tây Hồ,4.0,,40.0,1.0,2,8.0
TP Hồ Chí Minh,Bình Tân,2.0,2.0,64.0,3.0,0,3.1
Hà Nội,Thanh Xuân,4.0,4.0,61.0,5.0,3,8.9
Hà Nội,Long Biên,,,41.0,1.0,0,5.5
TP Hồ Chí Minh,Gò Vấp,,,80.0,2.0,2,6.4
TP Hồ Chí Minh,Gò Vấp,4.0,6.0,51.0,5.0,1,7.3
TP Hồ Chí Minh,Thủ Đức,,,525.0,1.0,2,18.0
Hà Nội,Long Biên,4.0,5.0,80.0,5.0,3,11.0
Đà Nẵng,Hải Châu,,,70.0,1.0,1,3.0
TP Hồ Chí Minh,Quận 9,2.0,1.0,43.0,1.0,2,1.6
Hà Nội,Cầu Giấy,9.0,9.0,96.0,1.0,2,24.0
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,128.0,2.0,6,7.7
TP Hồ Chí Minh,Tân Phú,4.0,0.0,49.0,4.0,4,5.8
TP Hồ Chí Minh,Bình Tân,2.0,2.0,64.0,3.0,1,3.6
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,30.0,2.0,4,3.7
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,68.0,4.0,3,7.0
Hà Nội,Thanh Xuân,4.0,,45.0,5.0,1,4.1
Hà Nội,Long Biên,2.0,,102.0,4.0,4,10.8
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,77.0,4.0,1,9.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,38.0,2.0,3,4.3
TP Hồ Chí Minh,Quận 12,7.0,0.0,130.0,3.0,3,9.1
Hà Nội,Thanh Xuân,2.0,,36.0,3.0,1,4.1
Hà Nội,Thanh Xuân,3.0,0.0,35.0,4.0,2,3.3
Hải Phòng,Hồng Bàng,4.0,4.0,59.0,4.0,1,5.8
TP Hồ Chí Minh,Bình Thạnh,3.0,2.0,43.0,3.0,4,10.0
TP Hồ Chí Minh,Tân Phú,2.0,2.0,41.0,1.0,2,4.8
Hà Nội,Hà Đông,3.0,4.0,35.0,5.0,1,3.2
Hà Nội,Hà Đông,,,32.0,1.0,3,3.5
Hà Nội,Long Biên,,,46.0,1.0,1,3.3
TP Hồ Chí Minh,Tân Bình,4.0,0.0,56.0,3.0,0,6.4
Hà Nội,Hoàng Mai,3.0,4.0,45.0,4.0,2,5.2
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,36.0,4.0,1,5.2
Hà Nội,Hoàng Mai,3.0,4.0,33.0,5.0,3,2.8
TP Hồ Chí Minh,Quận 10,2.0,3.0,46.0,2.0,3,5.9
TP Hồ Chí Minh,Bình Chánh,3.0,2.0,100.0,2.0,3,1.8
Hà Nội,Hà Đông,,,35.0,4.0,0,4.1
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,38.0,2.0,1,48.0
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,45.0,2.0,0,5.0
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,35.0,2.0,4,3.6
Hà Nội,Hà Đông,4.0,4.0,48.0,6.0,3,8.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,42.0,2.0,1,3.1
Hà Nội,Long Biên,3.0,,47.0,4.0,4,4.9
TP Hồ Chí Minh,Bình Thạnh,2.0,1.0,28.0,2.0,3,3.6
Hà Nội,Thanh Xuân,4.0,4.0,60.0,5.0,5,9.1
TP Hồ Chí Minh,Quận 3,3.0,3.0,34.0,1.0,2,3.2
TP Hồ Chí Minh,Thủ Đức,,,230.0,5.0,4,23.0
TP Hồ Chí Minh,Quận 3,3.0,2.0,27.0,4.0,4,2.9
Hà Nội,Thanh Xuân,3.0,4.0,42.0,5.0,2,4.3
TP Hồ Chí Minh,Tân Bình,3.0,,43.0,2.0,5,4.4
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,47.0,4.0,1,5.8
Hà Nội,Thanh Xuân,4.0,4.0,74.0,4.0,1,8.9
Hà Nội,Đống Đa,2.0,,40.0,5.0,4,5.3
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,40.0,5.0,3,6.9
TP Hồ Chí Minh,Bình Thạnh,7.0,5.0,88.0,5.0,1,9.2
Hà Nội,Long Biên,3.0,4.0,36.0,5.0,4,3.3
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,43.0,2.0,0,5.2
Hà Nội,Thanh Trì,4.0,5.0,35.0,5.0,2,3.5
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,38.0,2.0,0,3.2
Hà Nội,Hà Đông,5.0,4.0,50.0,5.0,2,9.4
TP Hồ Chí Minh,Quận 10,5.0,5.0,50.0,4.0,1,8.0
Hà Nội,Cầu Giấy,3.0,4.0,38.0,5.0,5,5.1
Hà Nội,Hai Bà Trưng,1.0,0.0,30.0,5.0,3,3.7
Hà Nội,Hai Bà Trưng,1.0,0.0,35.0,5.0,3,3.6
TP Hồ Chí Minh,Tân Phú,3.0,2.0,42.0,3.0,1,5.1
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,64.0,2.0,0,4.9
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,64.0,4.0,1,8.1
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,45.0,3.0,4,5.6
TP Hồ Chí Minh,Bình Tân,3.0,,21.0,4.0,1,2.9
TP Hồ Chí Minh,Tân Phú,2.0,0.0,58.0,4.0,0,5.3
Hà Nội,Đống Đa,4.0,4.0,55.0,5.0,3,8.2
Hà Nội,Hoàng Mai,3.0,4.0,32.0,5.0,1,4.5
Hà Nội,Cầu Giấy,3.0,4.0,37.0,5.0,0,4.8
TP Hồ Chí Minh,Bình Thạnh,2.0,1.0,72.0,1.0,0,4.9
TP Hồ Chí Minh,Quận 10,6.0,5.0,50.0,5.0,2,9.2
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,15.0,2.0,1,1.8
TP Hồ Chí Minh,Tân Bình,,,54.0,2.0,0,5.0
Hà Nội,Long Biên,2.0,,78.0,4.0,4,6.7
TP Hồ Chí Minh,Hóc Môn,2.0,3.0,40.0,1.0,3,2.1
TP Hồ Chí Minh,Quận 2,2.0,0.0,78.0,2.0,0,4.5
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,20.0,2.0,2,3.1
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,62.0,4.0,1,7.4
TP Hồ Chí Minh,Bình Tân,3.0,,49.0,3.0,1,5.3
TP Hồ Chí Minh,Quận 3,3.0,0.0,41.0,3.0,0,4.5
TP Hồ Chí Minh,Tân Phú,3.0,0.0,40.0,4.0,1,5.0
Hà Nội,Long Biên,4.0,5.0,72.0,5.0,3,15.6
TP Hồ Chí Minh,Tân Phú,2.0,2.0,190.0,1.0,1,19.0
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,75.0,1.0,1,7.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,44.0,2.0,1,4.2
TP Hồ Chí Minh,Phú Nhuận,3.0,2.0,31.0,3.0,1,5.0
TP Hồ Chí Minh,Quận 9,2.0,1.0,47.0,1.0,2,2.8
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,22.0,2.0,0,3.3
Hà Nội,Long Biên,,,100.0,1.0,0,10.4
TP Hồ Chí Minh,Quận 5,3.0,3.0,28.0,3.0,2,6.6
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,33.0,2.0,1,4.0
Hà Nội,Hai Bà Trưng,6.0,6.0,55.0,7.0,4,12.7
Bắc Ninh,Từ Sơn,,,120.0,3.0,3,7.2
Bình Dương,Dĩ An,2.0,0.0,148.0,1.0,3,4.0
TP Hồ Chí Minh,Phú Nhuận,2.0,3.0,104.0,2.0,3,11.1
TP Hồ Chí Minh,Bình Thạnh,5.0,5.0,52.0,4.0,2,7.1
TP Hồ Chí Minh,Bình Thạnh,2.0,2.0,40.0,2.0,0,3.7
TP Hồ Chí Minh,Quận 2,,,65.0,4.0,0,7.0
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,44.0,2.0,0,4.6
Hải Phòng,Hồng Bàng,3.0,0.0,61.0,1.0,5,3.3
TP Hồ Chí Minh,Tân Bình,,,98.0,1.0,4,5.7
Đà Nẵng,Hải Châu,,,70.0,1.0,0,1.7
Hà Nội,Long Biên,,,80.0,1.0,2,9.1
Hà Nội,Đống Đa,3.0,4.0,36.0,1.0,4,5.5
Hà Nội,Hà Đông,4.0,3.0,70.0,1.0,1,8.4
Hà Nội,Đống Đa,3.0,3.0,68.0,3.0,1,5.3
TP Hồ Chí Minh,Gò Vấp,5.0,4.0,140.0,4.0,1,16.3
TP Hồ Chí Minh,Quận 12,3.0,3.0,60.0,4.0,0,5.1
TP Hồ Chí Minh,Tân Phú,2.0,2.0,56.0,2.0,2,4.7
Hà Nội,Thanh Trì,,,36.0,5.0,4,4.5
Hà Nội,Đống Đa,4.0,3.0,37.0,1.0,1,3.5
TP Hồ Chí Minh,Quận 2,,,257.0,7.0,0,2.57
TP Hồ Chí Minh,Bình Tân,2.0,0.0,30.0,4.0,1,2.5
Hà Nội,Thanh Xuân,,3.0,72.0,4.0,2,8.5
TP Hồ Chí Minh,Tân Phú,2.0,,60.0,2.0,3,5.0
TP Hồ Chí Minh,Thủ Đức,5.0,,75.0,4.0,3,10.3
Hà Nội,Cầu Giấy,3.0,3.0,85.0,4.0,2,12.3
TP Hồ Chí Minh,Quận 1,4.0,5.0,72.0,4.0,1,16.0
TP Hồ Chí Minh,Quận 3,2.0,2.0,18.0,3.0,0,2.7
Hà Nội,Long Biên,4.0,6.0,70.0,5.0,4,11.0
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,36.0,3.0,1,3.8
Hà Nội,Thanh Xuân,5.0,6.0,46.0,8.0,2,10.1
TP Hồ Chí Minh,Quận 10,,,62.0,3.0,1,8.5
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,56.0,2.0,3,5.1
Hà Nội,Hai Bà Trưng,4.0,5.0,40.0,6.0,4,6.5
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,40.0,2.0,1,3.5
TP Hồ Chí Minh,Tân Bình,,,17.0,1.0,2,1.2
Hà Nội,Thanh Xuân,2.0,2.0,45.0,1.0,4,3.6
TP Hồ Chí Minh,Quận 5,2.0,2.0,40.0,2.0,0,5.0
TP Hồ Chí Minh,Tân Bình,4.0,,64.0,1.0,0,7.9
Hà Nội,Hai Bà Trưng,4.0,,60.0,1.0,1,6.0
Hà Nội,Hoàng Mai,,,30.0,5.0,3,2.4
Hà Nội,Hoàng Mai,,,31.0,4.0,0,3.2
Hà Nội,Hai Bà Trưng,,,45.0,1.0,2,2.9
Hà Nội,Hoàng Mai,,,58.0,1.0,1,6.7
TP Hồ Chí Minh,Quận 9,,,155.76,1.0,2,9.0
TP Hồ Chí Minh,Bình Tân,3.0,3.0,100.0,3.0,1,5.2
TP Hồ Chí Minh,Quận 8,3.0,3.0,43.0,3.0,3,4.9
TP Hồ Chí Minh,Tân Phú,3.0,2.0,43.0,2.0,5,3.7
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,40.0,2.0,2,4.0
Hà Nội,Gia Lâm,,,55.0,1.0,0,4.4
TP Hồ Chí Minh,Thủ Đức,4.0,,97.0,2.0,2,6.8
Thừa Thiên Huế,Huế,3.0,3.0,90.0,3.0,0,3.7
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,42.0,2.0,2,2.9
TP Hồ Chí Minh,Bình Tân,3.0,,87.0,3.0,0,5.6
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,24.0,2.0,2,3.5
TP Hồ Chí Minh,Tân Bình,4.0,4.0,64.0,3.0,2,7.7
Bình Dương,Tân Uyên,2.0,3.0,61.0,2.0,3,3.3
Hải Phòng,Hồng Bàng,4.0,0.0,44.0,1.0,5,3.9
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,26.0,4.0,3,6.7
TP Hồ Chí Minh,Quận 6,,,189.0,1.0,2,24.0
Đồng Nai,Biên Hòa,3.0,2.0,95.0,3.0,2,3.3
TP Hồ Chí Minh,Tân Bình,3.0,3.0,23.0,5.0,3,2.6
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,56.0,2.0,0,4.0
TP Hồ Chí Minh,Quận 10,4.0,,40.0,4.0,4,7.1
TP Hồ Chí Minh,Tân Phú,2.0,0.0,55.0,2.0,0,5.4
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,28.0,2.0,0,4.7
Hải Phòng,Hồng Bàng,4.0,3.0,48.0,4.0,3,2.6
TP Hồ Chí Minh,Gò Vấp,2.0,0.0,21.0,2.0,0,2.2
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,36.0,2.0,1,3.0
TP Hồ Chí Minh,Gò Vấp,5.0,0.0,50.0,4.0,5,5.9
TP Hồ Chí Minh,Bình Tân,,,50.0,1.0,0,3.2
TP Hồ Chí Minh,Phú Nhuận,4.0,3.0,45.0,3.0,2,8.0
Hải Phòng,Hồng Bàng,4.0,3.0,50.0,4.0,4,3.0
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,54.0,2.0,1,4.2
TP Hồ Chí Minh,Bình Tân,4.0,0.0,47.0,4.0,3,3.5
TP Hồ Chí Minh,Tân Bình,3.0,0.0,65.0,2.0,2,6.4
Hà Nội,Thanh Xuân,3.0,4.0,37.0,5.0,3,3.3
Hà Nội,Đống Đa,3.0,3.0,26.0,1.0,2,2.9
Hà Nội,Đống Đa,4.0,4.0,46.0,5.0,3,8.3
TP Hồ Chí Minh,Tân Bình,4.0,0.0,40.0,3.0,1,5.4
Hà Nội,Đống Đa,1.0,,35.0,5.0,2,4.1
Hà Nội,Ba Đình,3.0,4.0,33.0,1.0,3,6.5
TP Hồ Chí Minh,Bình Tân,4.0,4.0,65.0,5.0,2,4.6
TP Hồ Chí Minh,Tân Bình,5.0,5.0,70.0,4.0,1,10.5
Đà Nẵng,Sơn Trà,3.0,2.0,68.0,2.0,1,5.1
TP Hồ Chí Minh,Gò Vấp,4.0,4.0,70.0,3.0,1,7.0
TP Hồ Chí Minh,Bình Thạnh,10.0,10.0,78.0,5.0,1,15.5
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,39.0,3.0,0,6.8
TP Hồ Chí Minh,Phú Nhuận,3.0,2.0,48.6,2.0,3,5.5
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,94.0,2.0,1,7.3
Hải Phòng,Hồng Bàng,4.0,3.0,50.0,4.0,5,3.2
TP Hồ Chí Minh,Bình Tân,,,66.0,3.0,3,7.0
TP Hồ Chí Minh,Quận 9,3.0,3.0,70.0,2.0,2,6.1
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,32.0,2.0,2,4.3
TP Hồ Chí Minh,Tân Bình,4.0,0.0,63.0,3.0,1,6.8
TP Hồ Chí Minh,Bình Thạnh,7.0,6.0,68.0,3.0,2,7.1
Hà Nội,Thanh Trì,,,43.0,3.0,2,6.4
TP Hồ Chí Minh,Quận 7,4.0,,150.0,3.0,2,9.6
TP Hồ Chí Minh,Tân Bình,,,66.7,2.0,4,7.6
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,35.0,3.0,1,4.1
TP Hồ Chí Minh,Quận 9,4.0,5.0,67.0,4.0,1,6.1
TP Hồ Chí Minh,Phú Nhuận,2.0,5.0,46.9,4.0,3,7.6
TP Hồ Chí Minh,Quận 10,3.0,,30.0,2.0,0,5.0
TP Hồ Chí Minh,Quận 5,2.0,2.0,14.0,3.0,1,2.8
TP Hồ Chí Minh,Phú Nhuận,3.0,2.0,47.0,2.0,2,5.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,48.0,2.0,1,3.3
Hà Nội,Hà Đông,,,145.0,4.0,1,4.3
TP Hồ Chí Minh,Phú Nhuận,,,50.0,1.0,5,4.0
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,42.0,4.0,0,5.6
Thừa Thiên Huế,Huế,,,80.0,4.0,2,5.9
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,76.0,2.0,0,8.1
TP Hồ Chí Minh,Quận 2,,,35.0,2.0,0,1.0
Hải Phòng,Dương Kinh,4.0,3.0,180.0,3.0,0,11.5
TP Hồ Chí Minh,Bình Tân,4.0,3.0,56.0,5.0,2,5.6
Hà Nội,Đống Đa,,,45.0,5.0,5,7.5
Hà Nội,Gia Lâm,,,125.0,1.0,2,15.0
TP Hồ Chí Minh,Gò Vấp,,,50.0,2.0,1,4.6
Hà Nội,Thanh Xuân,4.0,3.0,59.0,4.0,2,9.2
TP Hồ Chí Minh,Gò Vấp,4.0,,62.5,5.0,2,7.0
TP Hồ Chí Minh,Gò Vấp,3.0,4.0,52.0,4.0,3,6.7
TP Hồ Chí Minh,Gò Vấp,2.0,3.0,36.0,3.0,0,4.3
TP Hồ Chí Minh,Tân Bình,2.0,2.0,22.0,2.0,0,1.1
Hà Nội,Đống Đa,4.0,4.0,50.0,5.0,0,11.0
Thừa Thiên Huế,Huế,,,80.0,3.0,1,5.0
TP Hồ Chí Minh,Gò Vấp,2.0,1.0,20.0,2.0,3,2.3
TP Hồ Chí Minh,Tân Bình,2.0,3.0,31.0,4.0,5,4.3
TP Hồ Chí Minh,Phú Nhuận,5.0,0.0,56.0,4.0,2,7.6
TP Hồ Chí Minh,Gò Vấp,3.0,,57.0,3.0,0,6.9
TP Hồ Chí Minh,Quận 3,,,60.0,1.0,0,4.9
Hà Nội,Long Biên,,,63.0,1.0,5,10.3
TP Hồ Chí Minh,Phú Nhuận,7.0,,57.0,4.0,1,9.3
TP Hồ Chí Minh,Gò Vấp,2.0,,40.0,1.0,1,2.5
TP Hồ Chí Minh,Tân Phú,3.0,4.0,67.4,2.0,4,7.3
TP Hồ Chí Minh,Phú Nhuận,2.0,4.0,29.0,4.0,2,3.2
TP Hồ Chí Minh,Bình Chánh,3.0,,60.0,2.0,3,1.5
TP Hồ Chí Minh,Bình Thạnh,,,83.0,2.0,3,8.7
TP Hồ Chí Minh,Gò Vấp,4.0,5.0,62.0,5.0,2,8.8
TP Hồ Chí Minh,Phú Nhuận,2.0,1.0,57.0,2.0,0,4.8
TP Hồ Chí Minh,Nhà Bè,2.0,2.0,54.6,2.0,0,5.1
TP Hồ Chí Minh,Tân Bình,4.0,3.0,49.0,4.0,6,6.9
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,50.0,2.0,3,3.7
TP Hồ Chí Minh,Quận 5,4.0,,84.0,3.0,3,19.5
TP Hồ Chí Minh,Quận 9,3.0,2.0,92.0,1.0,2,3.7
TP Hồ Chí Minh,Phú Nhuận,,,21.0,1.0,0,2.9
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,26.0,3.0,3,6.4
TP Hồ Chí Minh,Phú Nhuận,4.0,4.0,50.6,4.0,3,11.1
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,35.0,2.0,2,4.6
TP Hồ Chí Minh,Gò Vấp,4.0,0.0,51.0,1.0,1,4.5
TP Hồ Chí Minh,Tân Bình,3.0,3.0,54.0,2.0,1,4.9
TP Hồ Chí Minh,Phú Nhuận,4.0,3.0,69.0,2.0,1,7.7
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,25.0,3.0,3,5.1
TP Hồ Chí Minh,Gò Vấp,3.0,,42.0,2.0,0,3.6
Hà Nội,Tây Hồ,3.0,4.0,32.0,5.0,3,6.3
Hà Nội,Hai Bà Trưng,4.0,5.0,50.0,6.0,4,8.2
Đồng Nai,Biên Hòa,4.0,3.0,70.0,3.0,2,5.8
Đồng Nai,Vĩnh Cửu,4.0,,100.0,1.0,0,2.7
TP Hồ Chí Minh,Quận 5,3.0,3.0,28.0,2.0,2,6.7
TP Hồ Chí Minh,Gò Vấp,1.0,1.0,18.0,2.0,0,3.0
Hà Nội,Thanh Xuân,4.0,,44.0,5.0,1,5.6
Hà Nội,Thanh Xuân,4.0,,52.0,5.0,2,6.3
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,40.0,2.0,1,3.8
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,38.0,3.0,1,4.9
Hà Nội,Thanh Xuân,3.0,,48.0,4.0,3,5.1
TP Hồ Chí Minh,Tân Bình,3.0,4.0,100.0,4.0,2,3.3
TP Hồ Chí Minh,Phú Nhuận,3.0,2.0,23.6,2.0,1,4.2
Hà Nội,Cầu Giấy,4.0,4.0,50.0,5.0,1,10.8
TP Hồ Chí Minh,Phú Nhuận,3.0,,29.0,5.0,0,4.1
TP Hồ Chí Minh,Bình Thạnh,2.0,,22.0,3.0,0,2.5
TP Hồ Chí Minh,Bình Thạnh,2.0,,40.0,4.0,3,3.3
TP Hồ Chí Minh,Gò Vấp,,,21.0,2.0,1,2.2
TP Hồ Chí Minh,Hóc Môn,3.0,2.0,77.0,2.0,2,1.3
Thừa Thiên Huế,Huế,2.0,2.0,113.0,1.0,1,8.0
Hà Nội,Hà Đông,3.0,3.0,30.0,4.0,3,3.0
Hà Nội,Long Biên,,,61.0,5.0,1,7.5
Hà Nội,Thanh Trì,,,45.0,1.0,5,3.7
TP Hồ Chí Minh,Quận 9,2.0,1.0,50.0,2.0,0,3.3
TP Hồ Chí Minh,Quận 9,5.0,4.0,512.0,3.0,2,34.0
TP Hồ Chí Minh,Tân Phú,3.0,3.0,56.0,3.0,2,5.5
TP Hồ Chí Minh,Gò Vấp,2.0,,36.0,2.0,0,3.1
TP Hồ Chí Minh,Quận 10,,,53.0,2.0,3,4.6
TP Hồ Chí Minh,Tân Bình,10.0,,60.0,3.0,1,7.8
TP Hồ Chí Minh,Quận 11,3.0,2.0,56.0,1.0,3,9.6
TP Hồ Chí Minh,Phú Nhuận,2.0,2.0,15.0,2.0,0,3.0
TP Hồ Chí Minh,Quận 9,,,110.0,1.0,1,6.7
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,111.0,4.0,3,8.1
TP Hồ Chí Minh,Tân Bình,3.0,3.0,21.0,3.0,1,2.8
Hà Nội,Hà Đông,,,27.0,5.0,3,3.1
Hà Nội,Long Biên,3.0,4.0,40.0,5.0,3,4.9
Hà Nội,Hoàng Mai,4.0,4.0,65.0,5.0,4,6.5
TP Hồ Chí Minh,Quận 9,3.0,2.0,140.0,1.0,2,5.2
TP Hồ Chí Minh,Quận 5,4.0,4.0,55.0,5.0,2,10.2
TP Hồ Chí Minh,Quận 2,5.0,4.0,90.0,5.0,1,11.3
TP Hồ Chí Minh,Quận 5,6.0,5.0,55.0,4.0,0,6.8
TP Hồ Chí Minh,Quận 10,3.0,2.0,60.0,3.0,1,6.9
TP Hồ Chí Minh,Thủ Đức,,,65.0,1.0,0,3.1
TP Hồ Chí Minh,Gò Vấp,3.0,,37.0,4.0,0,6.3
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,32.0,2.0,0,4.0
Hà Nội,Thanh Trì,,,40.0,4.0,1,4.6
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,123.0,3.0,0,8.1
Hà Nội,Ba Đình,3.0,4.0,33.0,5.0,3,5.8
TP Hồ Chí Minh,Quận 10,,,35.0,2.0,1,3.3
Hà Nội,Thanh Xuân,,,40.0,5.0,3,6.4
TP Hồ Chí Minh,Bình Thạnh,5.0,3.0,46.0,3.0,2,5.4
Hà Nội,Thanh Xuân,4.0,,42.0,5.0,1,4.8
TP Hồ Chí Minh,Gò Vấp,5.0,3.0,46.0,4.0,2,6.4
TP Hồ Chí Minh,Gò Vấp,4.0,3.0,52.0,4.0,1,5.2
Hà Nội,Long Biên,4.0,,48.0,5.0,1,5.9
TP Hồ Chí Minh,Bình Thạnh,2.0,,26.0,1.0,3,4.1
TP Hồ Chí Minh,Gò Vấp,4.0,,52.0,3.0,6,6.6
Hà Nội,Đông Anh,,,57.0,3.0,4,5.2
Hà Nội,Đông Anh,,,60.0,3.0,4,5.3
Hà Nội,Thanh Xuân,4.0,3.0,35.0,1.0,2,4.1
Hà Nội,Thanh Xuân,4.0,3.0,37.0,1.0,3,4.8
TP Hồ Chí Minh,Phú Nhuận,3.0,2.0,23.6,1.0,1,5.0
TP Hồ Chí Minh,Bình Thạnh,4.0,4.0,48.0,3.0,0,6.6
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,49.0,2.0,2,4.5
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,44.0,1.0,2,5.9
TP Hồ Chí Minh,Thủ Đức,,,51.0,1.0,0,2.4
Hải Phòng,Hồng Bàng,4.0,3.0,40.0,4.0,1,4.8
Hà Nội,Hai Bà Trưng,4.0,3.0,39.8,4.0,2,4.6
TP Hồ Chí Minh,Gò Vấp,,,35.0,2.0,0,3.2
Hà Nội,Thanh Xuân,6.0,4.0,52.0,5.0,1,14.9
Hà Nội,Long Biên,2.0,,168.0,4.0,2,38.0
Hà Nội,Thanh Trì,,,36.0,5.0,3,3.8
Hà Nội,Long Biên,5.0,6.0,82.0,6.0,2,8.7
Hà Nội,Thanh Xuân,4.0,3.0,42.0,1.0,1,5.3
TP Hồ Chí Minh,Tân Phú,3.0,0.0,39.0,3.0,2,5.1
TP Hồ Chí Minh,Gò Vấp,3.0,3.0,72.0,3.0,2,7.4
TP Hồ Chí Minh,Tân Bình,3.0,2.0,64.0,2.0,1,8.5
TP Hồ Chí Minh,Tân Phú,4.0,,122.0,3.0,2,8.5
TP Hồ Chí Minh,Gò Vấp,3.0,2.0,42.0,2.0,4,4.4
Hà Nội,Hai Bà Trưng,,,23.0,3.0,3,4.3
TP Hồ Chí Minh,Quận 12,3.0,3.0,60.0,3.0,1,4.2
TP Hồ Chí Minh,Quận 8,2.0,,54.0,2.0,0,2.4
TP Hồ Chí Minh,Tân Bình,2.0,2.0,40.0,2.0,4,2.9
TP Hồ Chí Minh,Quận 1,,,80.0,1.0,0,35.0
Hà Nội,Đống Đa,5.0,2.0,40.0,5.0,2,5.7
TP Hồ Chí Minh,Thủ Đức,30.0,0.0,1518.0,3.0,3,135.0
TP Hồ Chí Minh,Hóc Môn,3.0,3.0,30.0,5.0,1,3.8
Hà Nội,Hai Bà Trưng,4.0,4.0,86.0,5.0,4,16.0
TP Hồ Chí Minh,Thủ Đức,2.0,0.0,100.0,1.0,3,4.4
TP Hồ Chí Minh,Gò Vấp,2.0,2.0,34.0,2.0,0,3.8
TP Hồ Chí Minh,Bình Thạnh,4.0,5.0,60.0,4.0,3,7.7
TP Hồ Chí Minh,Bình Thạnh,3.0,3.0,85.0,4.0,2,8.7
TP Hồ Chí Minh,Bình Tân,4.0,,48.0,4.0,1,4.5
TP Hồ Chí Minh,Tân Bình,2.0,2.0,42.0,2.0,2,3.6
TP Hồ Chí Minh,Quận 9,3.0,0.0,80.0,2.0,2,5.0
TP Hồ Chí Minh,Bình Thạnh,4.0,3.0,59.0,4.0,4,8.9
Hà Nội,Long Biên,,,62.0,1.0,0,5.1
TP Hồ Chí Minh,Hóc Môn,2.0,1.0,100.0,1.0,4,0.5
Hà Nội,Hà Đông,3.0,3.0,27.0,5.0,3,1.6
Hà Nội,Hai Bà Trưng,4.0,4.0,68.0,6.0,5,16.0
